ADDRESS,METERID,LIMIT,the_geom,TYPE,HOURS
4601 W FOUNTAIN AVE,VS117,2HR,POINT (-118.29020290091387 34.09570233026736),SSM,8A-8P Mon-Sat
4601 W FOUNTAIN AVE,VS118,2HR,POINT (-118.29027007713353 34.095699789755045),SSM,8A-8P Mon-Sat
4601 W FOUNTAIN AVE,VS121,2HR,POINT (-118.29052688278777 34.09569508407315),SSM,8A-8P Mon-Sat
4600 W FOUNTAIN AVE,VS30A,2HR,POINT (-118.29110648751929 34.09551678754796),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
4600 W FOUNTAIN AVE,VS30B,2HR,POINT (-118.29101584303679 34.09551945447195),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
4600 W FOUNTAIN AVE,VS30C,2HR,POINT (-118.29094860478975 34.09552124998115),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
4600 W FOUNTAIN AVE,VS31,2HR,POINT (-118.29085662033907 34.09552562751516),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
4600 W FOUNTAIN AVE,VS31A,2HR,POINT (-118.29078851299994 34.0955274268305),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
4600 W FOUNTAIN AVE,VS31B,2HR,POINT (-118.29070068846966 34.09553048701155),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
4600 W FOUNTAIN AVE,VS31C,2HR,POINT (-118.29029324880297 34.095544861597034),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
4600 W FOUNTAIN AVE,VS32,2HR,POINT (-118.29022868738616 34.095547344454204),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
4600 W FOUNTAIN AVE,VS32C,2HR,POINT (-118.2900019705814 34.095556261370255),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
4600 W FOUNTAIN AVE,VS33,2HR,POINT (-118.28992664642442 34.095559118791535),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
4600 W FOUNTAIN AVE,VS33A,2HR,POINT (-118.28984351942772 34.095562155357186),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
4600 W FOUNTAIN AVE,VS33B,2HR,POINT (-118.28965270738688 34.09556946189008),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
4600 W FOUNTAIN AVE,VS33C,2HR,POINT (-118.28959114797873 34.09557140530538),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
4600 W FOUNTAIN AVE,VS34,2HR,POINT (-118.28950169604659 34.09557487871266),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
4600 W FOUNTAIN AVE,VS34A,2HR,POINT (-118.28944264012661 34.095577202811214),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
4701 W LEXINGTON AVE,VS534,2HR,POINT (-118.2920161146862 34.09350590205446),SSM,8A-8P Mon-Sat
4701 W LEXINGTON AVE,VS535,2HR,POINT (-118.29208423628042 34.093505559787),SSM,8A-8P Mon-Sat
4701 W LEXINGTON AVE,VS536,2HR,POINT (-118.29232988653844 34.093502989515386),SSM,8A-8P Mon-Sat
4700 W LEXINGTON AVE,VS537,2HR,POINT (-118.29224650850891 34.09338614434306),SSM,8A-8P Mon-Sat
4700 W LEXINGTON AVE,VS537A,2HR,POINT (-118.29215258017489 34.09338708461818),SSM,8A-8P Mon-Sat
4700 W LEXINGTON AVE,VS538,2HR,POINT (-118.29208246367295 34.09338710719537),SSM,8A-8P Mon-Sat
1200 N VERMONT AVE,VS11,2HR,POINT (-118.29162517935312 34.09369186963083),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1200 N VERMONT AVE,VS12,2HR,POINT (-118.29162738416359 34.093880372973906),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1200 N VERMONT AVE,VS13,2HR,POINT (-118.29162686368325 34.09393652077963),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1200 N VERMONT AVE,VS14,2HR,POINT (-118.29162667023968 34.09401280262546),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1200 N VERMONT AVE,VS15,2HR,POINT (-118.29162616861186 34.094144272534436),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1200 N VERMONT AVE,VS16,2HR,POINT (-118.2916271182565 34.09419875797223),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1200 N VERMONT AVE,VS17,2HR,POINT (-118.29162760119591 34.09427571523716),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1200 N VERMONT AVE,VS25,2HR,POINT (-118.29163012672488 34.094687306567295),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1200 N VERMONT AVE,VS25A,2HR,POINT (-118.2916302222526 34.094743286104205),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1200 N VERMONT AVE,VS26,2HR,POINT (-118.29162997542261 34.09481668858583),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1200 N VERMONT AVE,VS27,2HR,POINT (-118.29163060060432 34.09487259562347),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1200 N VERMONT AVE,VS28,2HR,POINT (-118.29163160922485 34.094952067798985),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1200 N VERMONT AVE,VS29,2HR,POINT (-118.2916303861143 34.09500840662466),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
5201 W SUNSET BLVD,HW90,1HR,POINT (-118.30388049514289 34.0982193448718),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
5201 W SUNSET BLVD,HW91,1HR,POINT (-118.30394588934509 34.09821951936371),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
5201 W SUNSET BLVD,HW92,1HR,POINT (-118.30403812157437 34.09821857149676),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat"
1301 N WESTERN AVE,HW11A,1HR,POINT (-118.30933391891327 34.09660369558689),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat"
5400 W FERNWOOD AVE,HW594,2HR,POINT (-118.30895590842327 34.09550874015407),SSM,8A-8P Mon-Sat
5400 W FERNWOOD AVE,HW595,2HR,POINT (-118.30890063272511 34.09551102443079),SSM,8A-8P Mon-Sat
5400 W FERNWOOD AVE,HW596,2HR,POINT (-118.30864487644745 34.095520431922566),SSM,8A-8P Mon-Sat
5400 W FERNWOOD AVE,HW597,2HR,POINT (-118.3085820964143 34.09552243501275),SSM,8A-8P Mon-Sat
5401 W FERNWOOD AVE,HW599,2HR,POINT (-118.30802469377252 34.09564656770835),SSM,8A-8P Mon-Sat
3900 W EDENHURST AVE,GA195,2HR,POINT (-118.26634052333333 34.12422002188547),SSM,8A-8P Mon-Sat
3001 W LOS FELIZ BLVD,GA230,2HR,POINT (-118.26509265343878 34.12541685089795),SSM,8A-8P Mon-Sat
3601 W GLENFELIZ BLVD,GA44,2HR,POINT (-118.26322237061046 34.116370829752455),SSM,8A-8P Mon-Sat
3601 W BOYCE AVE,GA166,2HR,POINT (-118.25966788978764 34.11952697911755),SSM,8A-8P Mon-Sat
8501 S VERMONT AVE,VM210,2HR,POINT (-118.29181529220773 33.96076128258852),SSM,8A-8P Mon-Sat
8501 S VERMONT AVE,VM56,2HR,POINT (-118.29191949554067 33.960392641726784),SSM,8A-8P Mon-Sat
8501 S VERMONT AVE,VM57,2HR,POINT (-118.29191908570664 33.960344586879565),SSM,8A-8P Mon-Sat
1001 W 84TH PL,VM29,2HR,POINT (-118.29206795195269 33.96188763809774),SSM,8A-8P Mon-Sat
1000 W 85TH ST,VM47,4HR,POINT (-118.292212741566 33.9609017635752),SSM,8A-8P Mon-Sat
1000 W 85TH ST,VM48,4HR,POINT (-118.29211484639474 33.960899974045674),SSM,8A-8P Mon-Sat
8401 S VERMONT AVE,VM36,4HR,POINT (-118.29191912097693 33.961295907626365),SSM,8A-8P Mon-Sat
8401 S VERMONT AVE,VM38,4HR,POINT (-118.29191805785452 33.96116409538153),SSM,8A-8P Mon-Sat
901 W 85TH ST,VM145,2HR,POINT (-118.29118173888456 33.96128844464951),SSM,8A-8P Mon-Sat
900 W 85TH ST,VM140,2HR,POINT (-118.29085578351908 33.9611699356888),SSM,8A-8P Mon-Sat
900 W 85TH ST,VM139,2HR,POINT (-118.29091964915501 33.96116952655134),SSM,8A-8P Mon-Sat
900 W 85TH ST,VM136,2HR,POINT (-118.29115916336094 33.96116891262442),SSM,8A-8P Mon-Sat
8400 S VERMONT AVE,VM239,2HR,POINT (-118.29151663156034 33.96155513389291),SSM,8A-8P Mon-Sat
900 W 84TH ST,VM165,2HR,POINT (-118.29088171562636 33.962369795231865),SSM,8A-8P Mon-Sat
1001 W 84TH ST,VM16,2HR,POINT (-118.29220449699712 33.962780991105795),SSM,8A-8P Mon-Sat
8301 S VERMONT AVE,VM190,2HR,POINT (-118.29181272047762 33.962949003961434),SSM,8A-8P Mon-Sat
601 N AVALON BLVD,WN292,2HR,POINT (-118.26235397699598 33.777657145984115),SSM,8A-6P Mon-Sat
601 N AVALON BLVD,WN293,2HR,POINT (-118.2623503027286 33.77760654693195),SSM,8A-6P Mon-Sat
601 N AVALON BLVD,WN294,2HR,POINT (-118.26234466972889 33.77752818028986),SSM,8A-6P Mon-Sat
101 W G ST,WN272,2HR,POINT (-118.2625596165765 33.7785851960487),SSM,8A-6P Mon-Sat
101 W G ST,WN277,2HR,POINT (-118.26323096296865 33.778548964926365),SSM,8A-6P Mon-Sat
101 W G ST,WN274A,2HR,POINT (-118.26303698002216 33.77855947415401),SSM,8A-6P Mon-Sat
100 W G ST,WN280A,2HR,POINT (-118.26333389938911 33.77840737066054),SSM,8A-6P Mon-Sat
700 N AVALON BLVD,WN30,2HR,POINT (-118.26229480350817 33.77937944415631),SSM,8A-6P Mon-Sat
700 N AVALON BLVD,WN27,2HR,POINT (-118.26227060098839 33.77910253370304),SSM,8A-6P Mon-Sat
700 N AVALON BLVD,WN34,2HR,POINT (-118.26231412709707 33.77962995555962),SSM,8A-6P Mon-Sat
700 N AVALON BLVD,WN25,2HR,POINT (-118.2622571488657 33.77895998496807),SSM,8A-6P Mon-Sat
701 N AVALON BLVD,WN270,2HR,POINT (-118.26243950550742 33.778729775932405),SSM,8A-6P Mon-Sat
101 E ANAHEIM ST,WN75,2HR,POINT (-118.26154564519577 33.7801087574036),SSM,8A-6P Mon-Sat
101 W ANAHEIM ST,WN217,2HR,POINT (-118.2632968085686 33.78001284432952),SSM,8A-6P Mon-Sat
800 N AVALON BLVD,WN89,2HR,POINT (-118.26239030751776 33.78074359237577),SSM,8A-6P Mon-Sat
800 N AVALON BLVD,WN88,2HR,POINT (-118.26238779847624 33.78067070457252),SSM,8A-6P Mon-Sat
800 N AVALON BLVD,WN86,2HR,POINT (-118.26237729786885 33.780546918793505),SSM,8A-6P Mon-Sat
800 N AVALON BLVD,WN85,2HR,POINT (-118.26237232868756 33.780495174924795),SSM,8A-6P Mon-Sat
800 N AVALON BLVD,WN84,2HR,POINT (-118.26236523028764 33.78041260681227),SSM,8A-6P Mon-Sat
801 N AVALON BLVD,WN211,2HR,POINT (-118.26256181587192 33.78027085229766),SSM,8A-6P Mon-Sat
801 N AVALON BLVD,WN205,2HR,POINT (-118.26259227593454 33.78065784220485),SSM,8A-6P Mon-Sat
801 N AVALON BLVD,WN207,2HR,POINT (-118.26258214034748 33.78052694274509),SSM,8A-6P Mon-Sat
801 N AVALON BLVD,WN208,2HR,POINT (-118.26257928625202 33.78047632566403),SSM,8A-6P Mon-Sat
100 W I ST,WN199,2HR,POINT (-118.2627580293885 33.78115093020932),SSM,8A-6P Mon-Sat
100 W I ST,WN197,2HR,POINT (-118.26292522256897 33.78114212791675),SSM,8A-6P Mon-Sat
100 W I ST,WN196,2HR,POINT (-118.26300743219502 33.78113800692768),SSM,8A-6P Mon-Sat
100 W I ST,WN195,2HR,POINT (-118.26307261569542 33.78113432426493),SSM,8A-6P Mon-Sat
101 W I ST,WN194,2HR,POINT (-118.26310941469339 33.78125165991854),SSM,8A-6P Mon-Sat
101 W I ST,WN193,2HR,POINT (-118.26302753009438 33.7812561805367),SSM,8A-6P Mon-Sat
101 W I ST,WN192,2HR,POINT (-118.2629369005616 33.781261348552775),SSM,8A-6P Mon-Sat
101 W I ST,WN191,2HR,POINT (-118.26287739983059 33.78126394503505),SSM,8A-6P Mon-Sat
101 W I ST,WN190,2HR,POINT (-118.26277682877603 33.7812689507331),SSM,8A-6P Mon-Sat
901 N AVALON BLVD,WN188,2HR,POINT (-118.2626605174031 33.78151728171689),SSM,8A-6P Mon-Sat
901 N AVALON BLVD,WN187,2HR,POINT (-118.26266692581552 33.7815927898134),SSM,8A-6P Mon-Sat
901 N AVALON BLVD,WN185,2HR,POINT (-118.26267722887515 33.78172778807904),SSM,8A-6P Mon-Sat
901 N AVALON BLVD,WN184,2HR,POINT (-118.26268155779603 33.78178426175393),SSM,8A-6P Mon-Sat
901 N AVALON BLVD,WN183,2HR,POINT (-118.26269512365863 33.78198933798672),SSM,8A-6P Mon-Sat
901 N AVALON BLVD,WN182,2HR,POINT (-118.26270192560563 33.782046375117936),SSM,8A-6P Mon-Sat
901 N AVALON BLVD,WN181,2HR,POINT (-118.26270679423746 33.78211763957076),SSM,8A-6P Mon-Sat
901 N AVALON BLVD,WN179,2HR,POINT (-118.26271651257157 33.78224514487689),SSM,8A-6P Mon-Sat
900 N AVALON BLVD,WN112,2HR,POINT (-118.26248511997801 33.78193912319663),SSM,8A-6P Mon-Sat
900 N AVALON BLVD,WN106,30MIN,POINT (-118.262449131825 33.78146978973641),SSM,8A-6P Mon-Sat
900 N AVALON BLVD,WN108,2HR,POINT (-118.26245770099786 33.7816031672797),SSM,8A-6P Mon-Sat
900 N AVALON BLVD,WN113,2HR,POINT (-118.26249136408005 33.78201460461941),SSM,8A-6P Mon-Sat
900 N AVALON BLVD,WN114,2HR,POINT (-118.26249612239766 33.782067913972604),SSM,8A-6P Mon-Sat
900 N AVALON BLVD,WN115,2HR,POINT (-118.26250183104666 33.78215030482474),SSM,8A-6P Mon-Sat
900 N AVALON BLVD,WN117,2HR,POINT (-118.26251212237841 33.78227954520343),SSM,8A-6P Mon-Sat
1500 N SCHRADER BLVD,SV116,2HR,POINT (-118.33239288300005 34.098279171084314),SSM,"TANP 6P-3A | PKG 8A-6P Mon-Sat, 11A-6P Sun"
5100 N MAYWOOD AVE,ER2,2HR,POINT (-118.21154655031141 34.13951224251234),SSM,TANP 4P-9P Fri Farmers Market | PKG 8A-8P Mon-Sat
5101 N MAYWOOD AVE,ER5,2HR,POINT (-118.21168580806513 34.13942416427867),SSM,TANP 4P-9P Fri Farmers Market | PKG 8A-8P Mon-Sat
11801 W WILSHIRE BLVD,WSV72,15MIN,POINT (-118.46371356465406 34.0473058614335),SSM,"TANS 7A-9A, 4P-7P Mon-Fri | PKG 9A-4P Mon-Fri, 8A-8P Sat"
3401 W 54TH ST,CS16,2HR,POINT (-118.33128935625284 33.99319412964661),SSM,8A-8P Mon-Sat
3401 W 54TH ST,CS17,2HR,POINT (-118.33135736986515 33.99319261495861),SSM,8A-8P Mon-Sat
3401 W 54TH ST,CS18,2HR,POINT (-118.33144785040446 33.993192399835806),SSM,8A-8P Mon-Sat
700 N CRESCENT HEIGHTS BLVD,BF752,2HR,POINT (-118.36579972210095 34.08440339374275),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun"
700 N CRESCENT HEIGHTS BLVD,BF753,2HR,POINT (-118.36580102086508 34.08445458705114),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun"
700 N CRESCENT HEIGHTS BLVD,BF754,2HR,POINT (-118.36580062687456 34.08452825623205),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun"
700 N CRESCENT HEIGHTS BLVD,BF755,2HR,POINT (-118.36580184505245 34.08457737445237),SSM,"TANS 4P-7P Mon-Fri | PKG 8A-4P Mon-Fri, 8A-8P Sat, 11A-8P Sun"
1900 E 1ST ST,BH270,1HR,POINT (-118.21723549087301 34.04636195013798),SSM,8A-8P Mon-Sat
1900 E 1ST ST,BH272,1HR,POINT (-118.21710052790785 34.046302333134314),SSM,8A-8P Mon-Sat
1900 E 1ST ST,BH274,1HR,POINT (-118.21694746168093 34.04623324098088),SSM,8A-8P Mon-Sat
2501 E 1ST ST,BH358,1HR,POINT (-118.20815812929901 34.04308685319742),SSM,8A-8P Mon-Sat
2501 E 1ST ST,BH356,1HR,POINT (-118.20802041732775 34.04302582262653),SSM,8A-8P Mon-Sat
700 N LA CIENEGA BLVD,LC4,2HR,POINT (-118.37638081381176 34.08384054974218),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
700 N LA CIENEGA BLVD,LC5,2HR,POINT (-118.37638078220921 34.08391899869446),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
700 N LA CIENEGA BLVD,LC6,2HR,POINT (-118.37637921874224 34.08397101400996),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
700 N LA CIENEGA BLVD,LC7,2HR,POINT (-118.37637379329446 34.084122153389835),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
700 N LA CIENEGA BLVD,LC8,2HR,POINT (-118.37637379429745 34.08420279297098),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
700 N LA CIENEGA BLVD,LC9,2HR,POINT (-118.37637331381052 34.08426504364375),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
700 N LA CIENEGA BLVD,LC3,2HR,POINT (-118.37638289284298 34.08378728960414),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
700 N LA CIENEGA BLVD,LC16,2HR,POINT (-118.37636593807234 34.084911230890704),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
700 N LA CIENEGA BLVD,LC10,2HR,POINT (-118.37637198006495 34.08437051565268),SSM,
700 N LA CIENEGA BLVD,LC12,2HR,POINT (-118.37636730279003 34.08464650445848),SSM,
700 N LA CIENEGA BLVD,LC13,2HR,POINT (-118.37636601782266 34.08470310681827),SSM,
700 N LA CIENEGA BLVD,LC14,2HR,POINT (-118.376367352059 34.08477783899752),SSM,
700 N LA CIENEGA BLVD,LC15,2HR,POINT (-118.37636571334347 34.084832641193046),SSM,
2400 E 1ST ST,BH326,1HR,POINT (-118.2088068621098 34.04318758241235),SSM,8A-8P Mon-Sat
501 N HEWITT ST,AE502,10HR,POINT (-118.23573510724296 34.05293696777074),SSM,6A-4P Mon-Sat
501 N HEWITT ST,AE501,10HR,POINT (-118.23572297379928 34.05299869936431),SSM,6A-4P Mon-Sat
401 N GAREY ST,AE555,10HR,POINT (-118.23437957570718 34.05152503402918),SSM,6A-4P Mon-Sat
100 N VIGNES ST,AE350,2HR,POINT (-118.23371722992326 34.04904784158164),SSM,8A-6P Mon-Sat
100 N VIGNES ST,AE352,2HR,POINT (-118.23369694056427 34.049162081202745),SSM,8A-6P Mon-Sat
201 N VIGNES ST,AE333,2HR,POINT (-118.23374987559194 34.049603418105804),SSM,8A-6P Mon-Sat
200 N VIGNES ST,AE371,2HR,POINT (-118.2335683470141 34.049788789366865),SSM,8A-6P Mon-Sat
401 N CENTER ST,AE613,10HR,POINT (-118.2316363473379 34.05109712502444),SSM,6A-4P Mon-Sat
700 E COMMERCIAL ST,AE659,10HR,POINT (-118.2318088998267 34.05265717131612),SSM,6A-4P Mon-Sat
4401 N VAN NUYS BLVD,SO152,2HR,POINT (-118.44883214967906 34.15175268713944),SSM,PKG 8A-6P Mon-Sat | PLO 6P-12A
4401 N VAN NUYS BLVD,SO153,2HR,POINT (-118.44883217371421 34.1517036586443),SSM,PKG 8A-6P Mon-Sat | PLO 6P-12A
4401 N VAN NUYS BLVD,SO154,2HR,POINT (-118.44883230724822 34.15162716705582),SSM,8A-8P Mon-Sat
4401 N VAN NUYS BLVD,SO155,2HR,POINT (-118.44883185016188 34.15157961706806),SSM,8A-8P Mon-Sat
8301 W 3RD ST,WF69,2HR,POINT (-118.37040423880873 34.07279117299917),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8201 W 3RD ST,WF59,2HR,POINT (-118.36927506477245 34.07267322524644),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8201 W 3RD ST,WF60,2HR,POINT (-118.3693443410974 34.07267157368734),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8201 W 3RD ST,WF61,2HR,POINT (-118.3694341259802 34.07268104740407),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
8201 W 3RD ST,WF58,2HR,POINT (-118.36918285058924 34.072662921311206),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
101 S HARPER AVE,WF56,2HR,POINT (-118.36901796124177 34.07282928040523),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
101 S HARPER AVE,WF57,2HR,POINT (-118.3690175158179 34.072763186690935),SSM,"8A-8P Mon-Sat, 11A-8P Sun"
200 S AVENUE 22,LH10,2HR,POINT (-118.21760793523826 34.073375063591534),SSM,8A-8P Mon-Sat
3501 W MADERA AVE,GA106,1HR,POINT (-118.26171006509216 34.116759776233536),SSM,8A-8P Mon-Sat
3400 N GLENDALE BLVD,GA259,1HR,POINT (-118.2579965428482 34.1204018960141),SSM,8A-8P Mon-Sat
3400 N GLENDALE BLVD,GA260,1HR,POINT (-118.2579533865267 34.120444860511455),SSM,8A-8P Mon-Sat
3400 N GLENDALE BLVD,GA257,15MIN,POINT (-118.25809622215154 34.1203079571615),SSM,8A-8P Mon-Sat
4500 W PICO BLVD,PC85,2HR,POINT (-118.33455918202594 34.04848878722458),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
4500 W PICO BLVD,PC85A,2HR,POINT (-118.33449268549217 34.04847924751355),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
4500 W PICO BLVD,PC85B,2HR,POINT (-118.33440705227241 34.0484701962026),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
4500 W PICO BLVD,PC86,2HR,POINT (-118.3343264676761 34.04846072516394),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
4500 W PICO BLVD,PC86A,2HR,POINT (-118.33404730830523 34.04842871982712),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
4500 W PICO BLVD,PC86B,2HR,POINT (-118.33397554365332 34.04841938823423),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
4401 W PICO BLVD,PC36,2HR,POINT (-118.3310050441274 34.04831488840308),SSM,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat
4401 W PICO BLVD,PC37,2HR,POINT (-118.33106976269754 34.04832056102481),SSM,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat
4401 W PICO BLVD,PC37A,2HR,POINT (-118.33116151693444 34.048329644794315),SSM,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat
4401 W PICO BLVD,PC38,2HR,POINT (-118.33122260936145 34.048334469921635),SSM,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat
4401 W PICO BLVD,PC38A,2HR,POINT (-118.3313174943245 34.04834454388274),SSM,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat
4401 W PICO BLVD,PC39,2HR,POINT (-118.33149258978462 34.04835970762841),SSM,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat
4401 W PICO BLVD,PC40,2HR,POINT (-118.3315572370424 34.048365132263534),SSM,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat
4301 W PICO BLVD,PC31,2HR,POINT (-118.32985652755791 34.04820957778188),SSM,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat
4301 W PICO BLVD,PC32,2HR,POINT (-118.33003010256631 34.048224920894),SSM,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat
4301 W PICO BLVD,PC33,2HR,POINT (-118.33009707595109 34.04823087816737),SSM,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat
4301 W PICO BLVD,PC34,2HR,POINT (-118.33018877966369 34.04824093376337),SSM,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat
4301 W PICO BLVD,PC35,2HR,POINT (-118.33025461900553 34.0482468624967),SSM,TANS 4P-6P Mon-Fri | PKG 8A-4P Mon-Sat
1300 S BEVERLY GREEN DR,PR790,2HR,POINT (-118.40514061318882 34.053366061461794),SSM,8A-6P Mon-Sat
9901 W PICO BLVD,PR617A,1HR,POINT (-118.40465618680349 34.053242742896686),SSM,"TANS 7A-9A, 4P-6P Mon-Fri | PKG 9A-4P Mon-Sat"
9701 W PICO BLVD,PR773,1HR,POINT (-118.40152693200791 34.054295364636154),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
1100 S CREST DR,PR605,1HR,POINT (-118.38777275067251 34.05561454455651),SSM,8A-6P Mon-Fri
1101 S ROBERTSON BLVD,PR82,1HR,POINT (-118.38382856514437 34.05505221131846),SSM,8A-6P Mon-Sat
8801 W PICO BLVD,PR88,1HR,POINT (-118.38419669849287 34.054967911167644),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
8801 W PICO BLVD,PR89,1HR,POINT (-118.38428856658513 34.054985696425),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
8801 W PICO BLVD,PR91,1HR,POINT (-118.38444447013461 34.05501600292965),SSM,TANS 7A-9A Mon-Fri | PKG 9A-6P Mon-Sat
1101 S ROBERTSON BLVD,PR61,1HR,POINT (-118.38379247150895 34.05671513963559),SSM,8A-6P Mon-Sat
1101 S ROBERTSON BLVD,PR66,1HR,POINT (-118.3838001990168 34.056388412677684),SSM,8A-6P Mon-Sat
1101 S ROBERTSON BLVD,PR67,1HR,POINT (-118.38379993763083 34.056309240792935),SSM,8A-6P Mon-Sat
1101 S ROBERTSON BLVD,PR68,1HR,POINT (-118.38380103647735 34.056255994506195),SSM,8A-6P Mon-Sat
1101 S ROBERTSON BLVD,PR69,1HR,POINT (-118.38380114747133 34.05617866237087),SSM,8A-6P Mon-Sat
1101 S ROBERTSON BLVD,PR70,1HR,POINT (-118.38380357338075 34.05612782076583),SSM,8A-6P Mon-Sat
1101 S ROBERTSON BLVD,PR71,1HR,POINT (-118.38380682347963 34.05605169662703),SSM,8A-6P Mon-Sat
1101 S ROBERTSON BLVD,PR72,1HR,POINT (-118.38380830845878 34.05592938890628),SSM,8A-6P Mon-Sat
